reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
19ad5427-e498-4294-a31c-fa1aba11e7e6,Kesya Yosefa,https://play-lh.googleusercontent.com/a/ACg8ocIYbopl4MyUBiOQXh-P0fC-5OdUV7hADUvA0P02NsxRjKyyXQ=mo,"voucher nya memang murah,,tapi jaringan nya kurang bagusssss kadang mati""sendiri jaringan nya,, padahal jaringan nya 4G ,, Apalagi saat main game ,, jaringan nya yg ngelek suka tiba""mati jaringan,, membuat terganggu dalam bermain game,, Tolong diperbaiki ini masalah jaringan nya",1,14,1.61.0,2025-04-01 16:26:53,"Hi Kak, maaf bikin ga nyaman. Boleh dicoba dulu ubah mode jaringan otomatis ke manual 2G only, lalu kembali lagi ke mode otomatis. Isi APN dengan ""byu"".  Kalau masih kendala, boleh kontak aku via Live Chat apps by.U, email nindy@byu.id, Instagram @byu.id, X @byu_id, dan Facebook @byu.id biar bisa aku bantu carikan solusinya ya. Makasih 😊",2025-04-01 16:34:34,1.61.0
54e3cb9d-48ec-4900-b893-fe3aaa02e4ef,Gombong Kebumen,https://play-lh.googleusercontent.com/a/ACg8ocIIKIZkBotpkIZDNX4EVBOw0zfROe1b5OwsI208P4e9y_aKew=mo,"ga guna, udh coba buat mati- hidup mode pesawat ttp aja jelek tolong deh mahalan dikit gpp koutany tp jaringan bagus ttp nomer 1 buat apa harga murah jaringan 0% , tolong diperbaiki ya jngn smpai kesabaran ku ini terkuras cmn buat ngurusin hal sepele yaitu jaringan.",1,18,1.61.0,2025-03-30 13:42:16,"Hai, Kak. Maaf banget huhu Boleh dicoba dulu ubah mode jaringan dari otomatis ke manual 2g only, lalu kembalikan lagi ke mode otomatis. ON-kan airplane mode beberapa saat dan OFF-kan kembali. Kalau udah dicoba masih berkendala, kontak  Nindy via Live Chat di aplikasi, serta infoin nomor, lokasi, tanggal waktu kejadian, tipe gadegt dan capture sp...",2025-03-30 17:57:21,1.61.0
23fedc41-068a-4c1f-9153-4014b0e36b00,akun Tasya,https://play-lh.googleusercontent.com/a/ACg8ocJ6DKiijEiw2it1HwCIgbc5-oPrM_mWZOyeNN15ZzlbnD4c8Q=mo,"Cara pakai aplikasi by.u kayak mana?? Tadi pas dh beli kartu by.u nya katanya dapat kuota 3 GB setelah diaktifkan, tapi pas sudah diaktifkan tetap gak bisa.... Terus, pas dh download aplikasi by.u nya, udh login ke ke nomor telepon by u nya tapi pas ditinggal malah hrs login lagi, dh jelas jelas tdi bisa... Terus pas mau coba pakai kuota 3 GB nya, malah gak bisa padahal cuman mau buka aplikasi by.u nya sendiri!! Ini kenapa, tolong dijelaskan dan cara kerjanya? gk bisa chat langsung sama Nindy!",3,0,1.61.0,2025-04-07 23:45:57,"Hai, Kak Tasya. Nindy dan Team mohon maaf atas masalah yang Kakak alami. Nindy ingin permasalahan Kakak bisa diselesaikan dan Nindy sangat menghargai Kalau Kakak menginfokan lebih detail melalui DM IG @Byu.ID atau DM Twitter @Byu_ID dan livechat. Makasih :)",2025-04-08 06:51:25,1.61.0
bbe04705-6eeb-4173-8c7c-37bbbfbff7ca,Dimdim Chanel,https://play-lh.googleusercontent.com/a-/ALV-UjVxsv4S0HdYH-XeRq-nWP86xiADHlQq7LvYhr15iffXRLkvFl0,"kecewa banget, udah pakei by.u lama, tapi di kecewain karna aku udah beli kuota via Alfa, tapi kuota nya gak masuk masuk, sedangkan untuk struk nya udah saya buang, udah chat cs nya tapi tetep gak ada upaya dan pengecekan dulu, bahkan ternyata setelah liat komenan, meskipun ada bukti transaksi nya pun tetep gak balik lagi itu kuota, parah banget",1,9,1.61.0,2025-03-22 23:14:53,"Hi, Kak. Maaf banget jadi bikin gak nyaman. Nindy ingin permasalahan Kakak dapat diselesaikan, mohon Kakak untuk infoin lebih detail kendalanya melalui Live Chat diApps, DM Nindy ke IG @byu.id , Twitter @byu_id, atau Facebook by.U Indonesia. Aku tunggu ya Kak, makasih 🙂🙏🏻💙",2025-03-23 01:54:29,1.61.0
ed8ffd83-6831-4837-b5a5-5eb043df15a7,Alief Surahman,https://play-lh.googleusercontent.com/a-/ALV-UjUT1Kg0Bb-bai1ZZdj1Up1vx6UHVorE-VYDSngqGToBdPnZ6ZMStA,"Aplikasi tidak bisa dipakai sejak update terbaru, meski sudah instal ulang apps by U, hapus data cache, tetep force close beberapa detik setelah dibuka",1,7,1.61.0,2025-03-29 03:18:17,"Hi Kak, maaf bikin ga nyaman, kamu bisa juga login di web byu.id. Boleh dicoba dulu restart HP, instal ulang apps by.U, hapus data cache HP, periksa pengaturan tanggal dan waktu. Kalau masih kendala, boleh kontak aku via Live Chat apps by.U, email nindy@byu.id (mailto:nindy@byu.id), Instagram @byu.id, X @byu_id, dan Facebook @byu.id biar bisa ak...",2025-03-29 07:42:34,1.61.0
e029b300-2596-4c01-8849-54ed07b7284c,nf dhn,https://play-lh.googleusercontent.com/a/ACg8ocI9DGAIn6P6JcSvSQ7DaPQDfDUTLu1gbNrFX5-QtkKdLhNxGg=mo,"sangat sangat kecewa berat dengan by u, sinyal selalu ilang, cuma bisa panggilan darurat, percuma saya beli, di saat"" hal penting selalu gabisa, buat qris sinyal malah gaada, buat scan tiket waktu mau chek in kereta jg sinyal gaada, bener"" ngerugiin bagettt, gabisa diandelinn, tolong dibenahin lagi pdahak saya di kota gede gamungkin ding kalo gaada sinyal, selama ini aman"" aja pake operator lainn",1,8,1.61.0,2025-03-24 21:55:50,"Hi, Kak. Maaf banget jadi bikin gak nyaman. Nindy ingin permasalahan Kakak dapat diselesaikan, mohon Kakak untuk infoin lebih detail kendalanya melalui Live Chat diApps, DM Nindy ke IG @byu.id , Twitter @byu_id, atau Facebook by.U Indonesia. Aku tunggu ya Kak, makasih 🙂🙏🏻💙",2025-03-25 11:45:22,1.61.0
aa9a7876-c43e-4101-af72-859bb3f16b66,Muhamad Toha0210,https://play-lh.googleusercontent.com/a-/ALV-UjW7WJkwVYBFUke-iqDe0lY39nbo-Ag8E1Z6fviovj8dcG1i5Q0,"makin kesini sinyal byu makin kaga jelas, lemoooot banget, apalagi kalo hujan, saya beli paket 2 Mbps pun tidak ada pengaruh nya ttep lemott banget , tolong di jelaskan jangan banyak pencitraan dan iklan promosi, tapi tingkat kan lagi kualitas sinyal anda.",1,13,1.61.0,2025-04-01 12:52:46,"Dear Kak Muhamad, maaf banget udah bikin internetan kakak gak nyaman. Boleh dicoba dulu ubah mode jaringan dari otomatis ke manual 2g only, lalu kembalikan lagi ke mode otomatis. ON-kan airplane mode beberapa saat dan OFF-kan kembali. Kalau udah dicoba masih berkendala, kontak  Nindy via Live Chat di aplikasi, serta infoin nomor, lokasi, tanggal...",2025-04-01 14:23:46,1.61.0
b0f34ae8-0667-4152-b023-bec66cc633ec,Deni Budianto S,https://play-lh.googleusercontent.com/a-/ALV-UjXRZrqwdZChvn-o5TGz7-SYXQWsfCDxg7PdfrQvGgC6AbImr-us,"mau unreg kok pemberitahuan nya masih memaki jaringan wifi, padahal wifi nya sudah di matiin, nambah gak jelas apk nya, padahal kalo mau unreg dii paksa lewat aplikasi, apk bukan nya mudah di gunakan manusia, ini malah tambah susah.",1,2,1.61.0,2025-04-05 23:36:47,"Hi, Kak. Maaf banget jadi bikin gak nyaman. Nindy ingin permasalahan Kakak dapat diselesaikan, mohon Kakak untuk infoin lebih detail kendalanya melalui Live Chat diApps, DM Nindy ke IG @byu.id , Twitter @byu_id, atau Facebook by.U Indonesia. Aku tunggu ya Kak, makasih 🙂🙏🏻💙",2025-04-06 05:52:54,1.61.0
142594d3-40fb-4763-b035-07e80da3256c,Ozan R,https://play-lh.googleusercontent.com/a-/ALV-UjW8oRRzwaRI8cTPT2vOCPDK1tYF1yyGjBfGQbnJ4NPIeJSRe28,"busuk banget sinyalnya, bar doang full, sinyal buat chatting kayak wa aja susah, buka fb yt gak jalan apalagi game, ohya aplikasinya juga berat banget padahal pake jaringan byu sendiri, udah gitu pas minta ganti email katanya kesalahan otp terus, tolong sinyal dan aplikasi diperbaiki lagi",1,8,1.61.0,2025-03-27 20:14:14,"Hi, Kak. Maaf banget jadi bikin gak nyaman. Nindy ingin permasalahan Kakak dapat diselesaikan, mohon Kakak untuk infoin lebih detail kendalanya melalui Live Chat diApps, DM Nindy ke IG @byu.id , Twitter @byu_id, atau Facebook by.U Indonesia. Aku tunggu ya Kak, makasih 🙂🙏🏻💙",2025-03-28 01:41:01,1.61.0
1394e755-4add-4655-9e30-35e063911335,Ruslan Nabawi,https://play-lh.googleusercontent.com/a-/ALV-UjW8IxmdI44Gxd1mOkEdl5uutDzP78I3KIF5wIBUkUukebRgvaE,"Aplikasinya gajelas gangguan mulu dan lemot bgt. Respon komplen lama banget, saya udah isi lewat mbanking dan sudah berhasil, tapi gamasuk masuk. Dan bingung harus komplen kemana, astaga. baru kali ini kecewa pake telkomsel, pikir 2kali deh kalau mau pake kartu ini. parah!!!",1,6,1.61.0,2025-03-20 18:17:27,"Hai Kak, maaf udah bikin ga nyaman ya :( Terkait kendala yang kakak alami, akan tim by.U bantu cek dan koordinasi lebih lanjut, kabarin Nindy di DM IG @byu.id (https://byu.id/) dan LiveChat di aplikasi by.U. Nindy dan team akan terus tingkatin produk dan layanan by.U biar Kakak bisa selalu nyaman pakai by.U 🙂",2025-03-21 05:10:20,1.61.0
7c7f300f-2f8e-473b-80dc-fa765057f8ea,In Amuhasan,https://play-lh.googleusercontent.com/a/ACg8ocJL9dCeTDy-dcDpGazI5WDvUYJyxvNGaUHVqWZc0xShkf8p1w=mo,"tolong dong email nya bisa di hapuss🙏 setiap mau hapus,terus minta kode otp g bisa!!!!!!!! pasti ada tulisan ""terjadi masalah"" trus suruh minta otp lagi tetp aja trjadi kesalahan!!! akhirnya ttp aja suruh minta otp terjadi kesalahan minta otp terjadi kesalahan kyk gitu teruuuss!!!!!!! seolah-olah ni aplikas g mau hapus emailnya!!! 🤬 nyesel masukin email.tetp ngebuggggg!",1,4,1.61.0,2025-04-05 13:57:16,"Hai Kak, makasih banyak buat feedback dan sarannya, akan Nindy sampaikan langsung ke tim by.U. Mudah-mudahan dalam waktu dekat, saran dari kakak bisa segera terealisasi. Kalau ada kendala, bisa kabarin Nindy di DM IG @byu.id atau LiveChat di aplikasi ya Kak. Nindy dan team akan terus tingkatin produk dan layanan by.U biar Kakak bisa selalu nyama...",2025-04-05 15:17:30,1.61.0
39a16f82-0192-4e70-a97a-e75779e31f15,Keysa ptrhdnsyh,https://play-lh.googleusercontent.com/a/ACg8ocKIvzQSMNMQ0yg-dkR2koSLrxsq1VkG2jrctBVY8yWh2yyOJA=mo,"sangat kecewa dengan by.u saya membeli kuota 7 gb , transaksi saya melalui gopay dan sudah berhasil ( BUKTI PUN ADA BILA PERLU) saya merasa dirugikan, transaksi sudah berhasil namun pesanan saya belum masuk suda berjam jam. saya suda lapor ke pihak by. u tetapi respon lambat dan sangat mengecewakan .",1,5,1.61.0,2025-03-21 23:15:47,"Hi, Kak. Maaf banget jadi bikin gak nyaman. Nindy ingin permasalahan Kakak dapat diselesaikan, mohon Kakak untuk infoin lebih detail kendalanya melalui Live Chat diApps, DM Nindy ke IG @byu.id , Twitter @byu_id, atau Facebook by.U Indonesia. Aku tunggu ya Kak, makasih 🙂🙏🏻💙",2025-03-22 04:30:23,1.61.0
32bf268e-c0d2-48cd-a488-fe992a20f40f,Aldi Ganteng,https://play-lh.googleusercontent.com/a/ACg8ocIMMfR-XEgSTrKyRDatX0zj9SKlLfd7MIAwUmWo_JL2MAtUAw=mo,hii...maaf ya kak...kok saya baru beli ngak sampai 4hari..sinyal ny E kadang 4G udh itu berubah lagi...saya mintak tolong banget ya kak..tolong perbaiki sinyal ny kak..padahal isi 40gb kemarin....gelek2 sinyal ny kak...mohon banget kasih Sinyal yg baik..rencana ny mau kasih tau sama teman2 harga voucher ny murah..eee tau ny murah doang sinyal engak ad adeh adehh tolong ya kak perbaiki..dan 1 lagi aplikasih bay.u ny jangan iklan trs jadi males aku buka aplikasi Ba.u ny..saya kasih 3bintang trmakh,3,5,1.61.0,2025-03-26 04:04:27,"Hi, Kak. Maaf banget jadi bikin gak nyaman. Nindy ingin permasalahan Kakak dapat diselesaikan, mohon Kakak untuk infoin lebih detail kendalanya melalui Live Chat diApps, DM Nindy ke IG @byu.id , Twitter @byu_id, atau Facebook by.U Indonesia. Aku tunggu ya Kak, makasih 🙂🙏🏻💙",2025-03-26 10:08:26,1.61.0
b728ecf9-d9b6-4587-914e-3b8fc6847cb7,Riski Cahyadi,https://play-lh.googleusercontent.com/a-/ALV-UjWXR81Yv0UwQB3y8NXCjlPHNJdIBk1iCSn0QmUHyyQUTRCo1cow,"aplikasi ini sudah baik, namun ada sedikit fitur kecil yang mungkin bisa di pertimbangkan untuk di adakan, yaitu fitur memperbarui alamat email, karena kendala yang saya alami ketika ingin menghapus tautan akun sosial media dari aplikasi by.u selalu terjadi kendala ""terjadi kesalahan"" yang saya sendiri tidak mengetahui kendala apa yang menyebabkannya. hal ini menyebabkan saya sebagai pengguna sedikit kesusahan ketika alamat email yang tertaut sudah tidak di gunakan kembali",3,2,1.61.0,2025-03-30 11:43:00,"Hai Kak. Makasih feedback nya. Nindy pasti bakalan terus tingkatin kualitas  produk dan layanan by.U supaya Kakak makin nyaman di by.U. Jangan sungkan untuk hubungi Nindy jika ada pertanyaan lagi seputar by.U-nya ya Kak via DM IG @byu.id (http://byu.id/), DM Twitter @byu_id atau ive Chat  yang ada di apps ya kak, Terima kasih :)",2025-03-30 14:17:23,1.61.0
37d96cd9-afcc-466c-97a6-93b07193e9ed,Udin Rezpector,https://play-lh.googleusercontent.com/a/ACg8ocLR0f0scB52DaNkK8MB5GEJdGrxtD-obfL_RY5aFPFJOAvT_g=mo,"sinyal lelet banget.. mnding paket unlimitednya d hapus aja.. percuma unlimited tp lemotnya minta ampun.. buat download game dll.. cmn 100kb-150kb/second..kapan selesainya.. mana kuota reguler kesedot dulu lg.. unlimited yg lain uda 3mb-6mb/second, kalah jauh sama yg lain.. 50x lipat lemotnya..",1,1,1.61.0,2025-04-07 09:10:00,"Hallo Kak Udin, maafin bikin ga nyaman. Cobain dulu ubah mode jaringan dari otomatis ke manual 2G only, lalu kembalikan lagi ke mode otomatis. ON-kan airplane mode beberapa saat dan OFF-kan kembali. Kalau udah dicoba masih berkendala, kontak  Nindy via Live Chat di aplikasi, serta infoin nomor, lokasi, tanggal waktu kejadian, tipe HP dan capture...",2025-04-08 01:41:59,1.61.0
65ddc657-480b-4731-970c-3e59fd64cdb0,Insan. Iq Secound,https://play-lh.googleusercontent.com/a/ACg8ocJyilV1un1q_8dqoymCPF8qIHQPKzH2gl6GdAgjM1dxfFaffQ=mo,"rugi gw beli paket super hemat 7GB, padahal transaksi udah selesai tapi masih gk masuk sampek sekarang, padahal udah ngajuin bukti pembayaran dan transaksinya tapi tetep aja masih zong, gilaa kecewa berat....",1,4,1.61.0,2025-03-22 13:09:09,"Hi, Kak. Maaf banget jadi bikin gak nyaman. Nindy ingin permasalahan Kakak dapat diselesaikan, mohon Kakak untuk infoin lebih detail kendalanya melalui Live Chat diApps, DM Nindy ke IG @byu.id , Twitter @byu_id, atau Facebook by.U Indonesia. Aku tunggu ya Kak, makasih 🙂🙏🏻💙",2025-03-22 22:13:48,1.61.0
b90bee80-3d2e-4f34-8115-47f91b43e985,Hello Nand,https://play-lh.googleusercontent.com/a/ACg8ocIeQbZ77coEPTw80fk7-2mRLhnq6yeUNYSeldFm3WNdj5WECw=mo,"Aku saranin Gak usah Download nih App ! Hapus Aja Aplikasi Nya ! Percuma diUpgrade Tapi Semakin Buruk ! Chat Live Gak Bisa , Harus Lewat Browser ! Isi Pulsa Kadang Gak Masuk , Mau Komplain aja Susah nya Minta Ampun , 155 Call Center Juga Gak Guna ! Aplikasi sering Eror ! 3 Tahun Lebih Pakai By.u Bukan Nya Lebih Baik aplikasi serta penanganannya malah Semakin BOBROK !!",1,4,1.61.0,2025-03-21 21:53:03,"Hi, Kak. Maaf banget jadi bikin gak nyaman. Nindy ingin permasalahan Kakak dapat diselesaikan, mohon Kakak untuk infoin lebih detail kendalanya melalui Live Chat diApps, DM Nindy ke IG @byu.id , Twitter @byu_id, atau Facebook by.U Indonesia. Aku tunggu ya Kak, makasih 🙂🙏🏻💙",2025-03-22 04:30:22,1.61.0
3d322fd0-9fa9-4551-a3ee-8649a0ed017e,Nurul Huda,https://play-lh.googleusercontent.com/a/ACg8ocLJhMzYu0g7PX21ACUIA6cpHbe3CPC83KCY1y4DSsDtoN57yA=mo,ayo lah ini paket saya udah hampir 1 minggu belum nyape² juga kalo besok senin belum nyampe juga saya gak paham ini kok lama banget gitu saya udh bayar pas hari raya tapi sih malem² tulisan di aplikasinya in progress in progress mulu agak cepetan bisa nggak??,3,0,1.61.0,2025-04-06 12:29:58,"Hi, Kak. Maaf banget jadi bikin gak nyaman. Nindy ingin permasalahan Kakak dapat diselesaikan, mohon Kakak untuk infoin lebih detail kendalanya melalui Live Chat diApps, DM Nindy ke IG @byu.id , Twitter @byu_id, atau Facebook by.U Indonesia. Aku tunggu ya Kak, makasih 🙂🙏🏻💙",2025-04-06 21:08:22,1.61.0
608abad9-9cd5-4eef-a90d-6debdc392364,Rmi Romawi,https://play-lh.googleusercontent.com/a-/ALV-UjW8UmVLjGNARqRMcNnbVk0g8hm6zE6kOl74orMlM_8RGHqiM70,"gw kasih bintang 2, gw kecewa sama ni by.u , gw dah susah payah ngumpulin uang buat beli pulsa,pulsa gw di tarik tanpa alasan data gw mati lagi mode pesawat,ya gimana lagi malas pake byu uninstal byu sama buang byu nya. lebih baik ganti sim",2,1,1.61.0,2025-03-20 17:23:14,"Hai Kak, maaf udah bikin ga nyaman ya :( Kalau kakak ada kendala, akan tim by.U bantu cek dan koordinasi lebih lanjut, mohon segera bisa kabarin Nindy di DM IG @byu.id dan LiveChat di aplikasi by.U. Nindy dan team akan terus tingkatin produk dan layanan by.U biar Kakak bisa selalu nyaman pakai by.U. Keep supporting us ya! :)",2025-03-21 05:24:21,1.61.0
